,edad,trabajo,educacion,deuda,saldo,vivienda,prestamo,duracion,fecha_contacto,campaign,tiempo_transcurrido,contactos_anteriores,target,desconocido,fijo,movil,desconocido,fijo,movil,exito,nuevo_cliente,otro,sin_exito
37022,28,4,1.0,0,882,0,1,107,1625695200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37023,58,0,0.0,0,749,1,0,151,1620943200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37024,26,1,0.0,1,81,0,1,803,1625695200,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
37025,46,7,0.0,0,0,0,0,74,1629237600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37026,53,0,1.0,1,6,0,0,105,1621375200,11,-1,0,0,1,0,0,1,0,0,0,1,0,0
37027,51,2,1.0,0,58,1,0,93,1611961200,1,2,1,0,0,0,1,0,0,1,0,0,1,0
37028,32,9,0.0,0,9608,0,0,114,1628373600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37029,42,9,0.0,0,-184,1,1,255,1622152800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37030,44,4,1.0,0,677,1,0,130,1623448800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37031,55,5,2.0,0,0,1,1,201,1628805600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37032,41,0,0.0,0,201,0,0,114,1611788400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37033,38,0,0.0,0,689,1,0,270,1627164000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37034,57,9,0.0,0,3043,0,0,707,1628892000,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
37035,51,6,0.0,1,-206,0,1,51,1627423200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37036,38,1,0.0,0,769,1,0,235,1622671200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37037,27,9,0.0,0,162,0,0,265,1621980000,9,-1,0,0,1,0,0,1,0,0,0,1,0,0
37038,34,4,1.0,0,3035,0,0,1166,1637362800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37039,29,0,0.0,0,0,1,0,121,1620511200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37040,53,4,0.0,0,2215,1,1,88,1627682400,14,-1,0,0,0,0,1,0,0,1,0,1,0,0
37041,33,9,0.0,0,3107,0,1,181,1628287200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37042,31,0,0.0,0,-1,1,0,99,1621029600,1,352,1,0,0,0,1,0,0,1,0,0,0,1
37043,30,7,0.0,0,1808,1,0,83,1621288800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37044,23,10,0.0,0,19690,0,0,473,1625263200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37045,46,7,0.0,0,0,1,0,154,1624312800,1,124,1,0,0,0,1,0,0,1,0,0,1,0
37046,44,7,0.0,0,396,1,1,396,1620338400,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
37047,36,9,0.0,0,4542,1,0,76,1630101600,16,-1,0,0,0,0,1,0,0,1,0,1,0,0
37048,58,4,0.0,0,321,0,1,254,1637103600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37049,50,11,,0,200,0,0,18,1623967200,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
37050,32,7,0.0,0,914,1,0,236,1623880800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37051,40,4,1.0,0,268,1,0,352,1626904800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37052,48,1,2.0,0,2321,0,0,218,1630015200,7,-1,0,0,0,0,1,0,0,1,0,1,0,0
37053,51,4,1.0,0,0,1,0,121,1611874800,1,244,2,0,0,1,0,0,1,0,0,0,0,1
37054,32,1,0.0,0,49,1,0,135,1622066400,5,-1,0,0,1,0,0,1,0,0,0,1,0,0
37055,30,4,1.0,0,5389,0,0,1456,1628200800,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
37056,47,4,1.0,0,447,0,1,126,1620338400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37057,32,4,1.0,0,10281,0,0,400,1619042400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37058,54,3,0.0,0,1977,0,0,69,1623794400,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
37059,35,1,2.0,0,49,1,0,234,1621548000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37060,35,4,1.0,0,107,1,0,142,1620252000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37061,36,9,1.0,0,4932,1,0,273,1637449200,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37062,53,1,0.0,0,1626,0,0,151,1623189600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37063,53,3,2.0,0,3166,0,0,14,1624140000,12,-1,0,0,1,0,0,1,0,0,0,1,0,0
37064,27,1,0.0,0,1,1,0,116,1626213600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37065,38,7,0.0,0,8876,0,0,636,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37066,44,0,0.0,0,469,1,0,88,1620511200,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
37067,29,1,0.0,0,-20,0,1,574,1626818400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37068,39,1,2.0,0,-360,1,0,209,1622671200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37069,70,5,2.0,0,3782,0,0,618,1615849200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37070,40,10,2.0,0,3444,1,0,792,1621375200,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
37071,42,4,0.0,0,43,1,0,735,1620943200,8,-1,0,0,1,0,0,1,0,0,0,1,0,0
37072,58,5,0.0,0,-172,1,0,300,1620943200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37073,30,9,0.0,0,383,1,1,145,1637276400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37074,42,0,,0,297,1,0,106,1622239200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37075,69,3,2.0,0,1080,0,0,164,1619042400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37076,54,0,0.0,0,614,1,0,322,1620252000,2,343,2,0,0,0,1,0,0,1,0,0,0,1
37077,34,0,0.0,0,479,1,0,515,1620770400,1,350,5,1,0,0,1,0,0,1,0,0,0,1
37078,39,1,0.0,0,164,1,0,26,1621029600,6,373,2,0,0,1,0,0,1,0,0,0,0,1
37079,38,9,0.0,0,1685,1,0,185,1620165600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37080,32,4,1.0,0,3154,0,0,96,1618869600,2,150,2,0,0,0,1,0,0,1,0,0,0,1
37081,54,0,2.0,0,0,0,0,127,1622930400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37082,50,1,2.0,0,3304,1,0,218,1618869600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37083,51,4,0.0,0,292,0,0,146,1629928800,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
37084,26,9,0.0,0,-168,0,1,246,1612306800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37085,37,10,0.0,0,924,1,0,181,1612825200,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
37086,52,7,0.0,0,659,0,0,113,1635285600,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37087,21,8,2.0,0,423,0,0,287,1610924400,5,285,5,1,0,1,0,0,1,0,1,0,0,0
37088,30,4,1.0,0,349,0,0,180,1628719200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37089,43,0,0.0,0,6220,1,0,200,1622584800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37090,61,10,2.0,0,1,0,0,85,1632520800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37091,59,5,,0,7586,0,0,632,1628719200,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37092,32,1,2.0,0,1644,0,0,492,1630965600,3,102,5,1,0,0,1,0,0,1,0,0,1,0
37093,41,9,0.0,0,476,1,1,132,1637190000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37094,40,1,2.0,0,0,0,0,313,1627077600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37095,30,8,1.0,0,146,0,0,310,1627423200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37096,31,1,0.0,0,-306,0,0,137,1622671200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37097,36,1,2.0,0,70,1,0,164,1611788400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37098,50,4,1.0,0,1859,0,0,85,1628632800,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37099,35,7,0.0,0,2135,0,0,436,1623362400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37100,49,1,2.0,0,239,0,0,90,1629583200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37101,57,11,2.0,0,270,0,0,526,1628892000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37102,31,4,1.0,0,2978,1,0,146,1628373600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37103,57,7,0.0,0,504,0,0,177,1628373600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37104,20,8,,0,755,0,0,284,1640732400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37105,32,1,2.0,0,7406,1,0,418,1621461600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37106,41,4,1.0,0,-4,1,0,72,1620424800,1,368,1,0,0,0,1,0,0,1,0,0,0,1
37107,29,6,1.0,0,2305,0,0,82,1622066400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37108,25,4,1.0,0,528,0,0,201,1628892000,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37109,32,4,1.0,0,1834,1,0,159,1622584800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37110,58,5,0.0,0,5523,0,0,141,1624140000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37111,26,1,0.0,0,-32,1,1,14,1627682400,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37112,38,9,1.0,0,378,1,0,184,1626818400,21,-1,0,0,0,1,0,0,1,0,0,1,0,0
37113,46,9,1.0,0,2739,0,0,117,1628373600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37114,51,2,1.0,1,4,1,0,80,1637190000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37115,56,0,0.0,0,985,0,1,150,1629237600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37116,43,0,0.0,0,257,0,0,186,1630188000,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37117,31,7,0.0,0,6374,1,0,922,1621720800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37118,28,0,0.0,0,261,1,1,269,1627596000,7,182,9,0,0,0,1,0,0,1,1,0,0,0
37119,48,1,2.0,0,-254,0,1,134,1630188000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37120,59,9,0.0,0,0,1,1,109,1622152800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37121,48,0,0.0,0,0,0,0,108,1629410400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37122,31,6,1.0,0,1657,1,1,872,1611788400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37123,46,4,1.0,0,273,1,0,910,1616022000,2,184,4,1,0,0,1,0,0,1,1,0,0,0
37124,54,4,,0,24,0,0,12,1627682400,10,-1,0,0,0,0,1,0,0,1,0,1,0,0
37125,28,9,0.0,0,618,1,0,281,1620338400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37126,41,3,0.0,0,12,0,1,472,1627423200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37127,50,4,1.0,0,8205,1,0,293,1635112800,3,508,1,0,0,1,0,0,1,0,0,0,1,0
37128,80,5,2.0,0,997,0,0,151,1611788400,1,91,3,1,0,0,1,0,0,1,1,0,0,0
37129,31,1,0.0,0,-173,1,0,121,1622757600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37130,41,1,0.0,0,1384,1,0,1162,1621029600,4,-1,0,1,1,0,0,1,0,0,0,1,0,0
37131,35,9,,0,1342,1,0,68,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37132,28,1,2.0,0,643,1,0,297,1621029600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37133,32,4,1.0,0,874,0,0,1282,1628719200,6,-1,0,1,0,0,1,0,0,1,0,1,0,0
37134,55,0,0.0,0,9039,1,0,187,1621029600,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
37135,43,1,2.0,0,1892,1,0,378,1618869600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37136,34,4,1.0,0,9827,1,0,871,1628805600,4,-1,0,1,0,0,1,0,0,1,0,1,0,0
37137,44,4,1.0,0,170,0,0,94,1622757600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37138,37,9,0.0,0,1981,1,0,106,1620511200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37139,69,5,0.0,0,4572,0,0,146,1635285600,2,56,1,1,0,1,0,0,1,0,0,0,1,0
37140,44,1,2.0,0,401,1,0,41,1621288800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37141,47,0,0.0,0,1358,1,0,80,1620943200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37142,22,0,0.0,0,61,0,0,117,1619128800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37143,67,5,0.0,0,704,0,0,537,1635894000,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37144,25,10,0.0,0,-230,1,0,113,1626818400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37145,44,4,0.0,0,488,0,1,138,1611874800,2,183,11,0,0,0,1,0,0,1,0,0,0,1
37146,52,1,,0,905,1,0,170,1622325600,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
37147,44,7,0.0,0,133,0,0,202,1611874800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37148,28,2,1.0,0,283,1,0,22,1625695200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37149,59,4,1.0,0,332,1,1,35,1627596000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37150,31,1,2.0,0,0,1,0,237,1626300000,7,-1,0,0,0,1,0,0,1,0,0,1,0,0
37151,52,0,0.0,0,422,0,0,559,1624053600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37152,60,1,0.0,0,241,1,0,42,1627596000,3,-1,0,0,0,1,0,0,1,0,0,1,0,0
37153,37,1,0.0,0,236,0,0,438,1627164000,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37154,57,1,0.0,0,14093,0,0,231,1628632800,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37155,31,8,1.0,0,307,0,0,597,1637362800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37156,34,4,1.0,0,0,0,0,327,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37157,27,4,1.0,1,-713,1,0,525,1622757600,2,-1,0,1,1,0,0,1,0,0,0,1,0,0
37158,32,7,0.0,0,2615,0,0,853,1637276400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37159,32,0,0.0,0,-370,1,0,98,1622066400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37160,36,7,0.0,1,-455,0,0,124,1622066400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37161,30,1,0.0,0,855,1,0,235,1622671200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37162,31,7,0.0,0,0,1,1,270,1626818400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37163,31,9,0.0,0,622,0,0,15,1612393200,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37164,57,5,0.0,0,156,0,1,106,1625349600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37165,27,4,0.0,0,145,1,0,67,1612479600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37166,39,9,0.0,0,8,0,1,333,1637103600,2,96,2,0,0,0,1,0,0,1,0,0,0,1
37167,31,9,0.0,0,391,0,0,336,1628805600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37168,33,4,1.0,0,312,0,0,271,1628632800,1,369,3,0,0,0,1,0,0,1,0,0,0,1
37169,37,7,0.0,0,-111,1,0,147,1620856800,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37170,36,9,1.0,0,162,1,0,216,1621461600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37171,60,5,1.0,0,225,0,0,54,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37172,30,4,1.0,0,201,1,0,325,1615935600,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
37173,49,0,0.0,0,0,1,1,50,1622671200,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
37174,51,9,0.0,0,313,0,1,378,1625695200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37175,41,6,0.0,0,323,1,0,949,1618610400,2,254,6,1,0,0,1,0,0,1,0,0,1,0
37176,36,9,0.0,0,632,1,0,306,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37177,58,1,2.0,0,2547,0,0,174,1621029600,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
37178,46,1,0.0,0,931,0,1,90,1637362800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37179,29,9,0.0,0,-910,1,0,260,1626818400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37180,59,5,2.0,0,4007,0,0,581,1622152800,3,63,6,0,0,0,1,0,0,1,0,0,0,1
37181,56,4,1.0,0,779,1,0,164,1620165600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37182,36,1,2.0,0,109,1,0,200,1620770400,2,370,2,0,0,1,0,0,1,0,0,0,0,1
37183,39,7,1.0,0,0,0,0,486,1618610400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37184,56,0,,0,789,1,0,1022,1620424800,1,360,2,0,0,0,1,0,0,1,0,0,0,1
37185,36,4,1.0,0,803,1,0,143,1620684000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37186,29,0,0.0,0,596,1,0,172,1621288800,2,346,6,0,0,0,1,0,0,1,0,0,0,1
37187,53,1,2.0,0,-1455,1,0,169,1621720800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37188,26,7,1.0,0,0,0,1,261,1625090400,4,-1,0,1,0,1,0,0,1,0,0,1,0,0
37189,39,4,1.0,0,5988,1,1,225,1628200800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37190,28,9,1.0,0,161,1,0,268,1618869600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37191,54,6,1.0,0,269,1,0,81,1626472800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37192,42,1,,0,2835,1,0,61,1620856800,4,350,1,0,0,1,0,0,1,0,0,0,0,1
37193,58,1,0.0,0,1075,1,0,42,1621288800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37194,38,4,1.0,0,93,1,0,69,1629928800,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37195,50,1,0.0,0,372,1,0,21,1620684000,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
37196,33,9,0.0,0,181,1,1,265,1627423200,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
37197,64,5,0.0,0,2031,0,0,202,1636758000,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37198,47,4,1.0,0,7741,1,0,693,1637362800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37199,43,4,0.0,0,229,1,1,163,1620856800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37200,55,4,1.0,0,42,1,0,386,1620684000,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
37201,60,1,0.0,0,171,1,0,219,1621375200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37202,43,7,,0,193,1,0,74,1620424800,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
37203,45,0,0.0,0,0,1,0,376,1625695200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37204,45,6,1.0,0,-497,1,1,217,1621029600,1,176,1,0,0,0,1,0,0,1,0,0,0,1
37205,50,1,2.0,0,167,0,0,189,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37206,49,0,0.0,0,0,0,0,1460,1622498400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37207,50,0,0.0,0,238,1,0,216,1628719200,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37208,49,1,2.0,0,2068,1,0,45,1622671200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37209,38,0,1.0,0,86,1,0,218,1620252000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37210,86,5,2.0,0,1817,0,0,272,1615849200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37211,59,1,2.0,0,1723,0,0,39,1612911600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37212,42,1,2.0,0,1556,0,1,113,1625695200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37213,41,4,1.0,0,195,0,0,341,1622930400,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37214,44,7,0.0,0,1106,1,0,239,1626991200,11,-1,0,0,0,1,0,0,1,0,0,1,0,0
37215,59,9,0.0,0,201,0,0,52,1612479600,1,8,7,0,0,0,1,0,0,1,0,0,1,0
37216,42,2,,0,33,0,0,25,1624053600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37217,33,4,1.0,0,1071,0,0,83,1628719200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37218,41,1,0.0,0,428,1,0,92,1620770400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37219,49,9,0.0,0,788,0,0,162,1623880800,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
37220,46,4,1.0,0,0,0,0,328,1629324000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37221,30,7,0.0,0,726,1,1,109,1627596000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37222,53,0,0.0,0,225,1,0,304,1618869600,1,340,1,0,0,0,1,0,0,1,0,0,0,1
37223,37,4,1.0,0,1949,1,0,328,1620770400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37224,47,0,0.0,0,1387,1,0,158,1634162400,1,826,1,0,0,0,1,0,0,1,0,0,0,1
37225,46,9,0.0,0,536,1,0,750,1623794400,2,-1,0,1,1,0,0,1,0,0,0,1,0,0
37226,40,1,0.0,0,617,1,0,257,1620165600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37227,39,1,0.0,0,2239,0,0,133,1623880800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37228,41,1,0.0,0,849,1,1,100,1620770400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37229,40,7,0.0,0,1927,1,0,62,1621029600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37230,34,9,1.0,0,-554,1,1,68,1627682400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
37231,40,9,1.0,0,250,1,0,107,1617228000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37232,48,1,,0,100,1,0,206,1622239200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37233,27,9,1.0,0,-152,1,1,236,1611874800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37234,34,4,0.0,0,66,1,0,76,1620511200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37235,42,1,2.0,0,134,1,1,82,1620424800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37236,33,7,0.0,0,1117,0,0,417,1622584800,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
37237,34,1,0.0,0,8309,1,1,50,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37238,41,2,2.0,0,0,0,0,438,1625263200,2,389,1,1,0,0,1,0,0,1,0,0,1,0
37239,57,3,2.0,0,231,1,0,26,1621461600,14,-1,0,0,1,0,0,1,0,0,0,1,0,0
37240,42,1,2.0,0,177,1,0,174,1620943200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37241,66,3,0.0,0,1929,0,0,169,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37242,40,4,1.0,0,-222,1,0,221,1622844000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37243,78,5,2.0,0,55,0,0,143,1636066800,3,90,1,0,0,1,0,0,1,0,0,0,1,0
37244,30,1,0.0,0,1171,1,0,45,1618610400,7,324,2,0,0,0,1,0,0,1,0,0,0,1
37245,68,5,0.0,0,1146,0,0,153,1614726000,2,110,3,1,0,0,1,0,0,1,1,0,0,0
37246,30,9,,0,878,1,0,173,1621029600,3,298,3,0,0,0,1,0,0,1,0,0,1,0
37247,47,7,0.0,0,795,1,0,42,1622239200,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
37248,59,5,0.0,0,679,0,0,761,1627596000,4,-1,0,1,0,0,1,0,0,1,0,1,0,0
37249,37,4,1.0,0,2265,1,0,64,1626386400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37250,27,9,1.0,0,808,1,0,578,1621029600,1,364,1,0,0,0,1,0,0,1,0,0,1,0
37251,46,9,0.0,1,-1124,1,1,206,1620511200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37252,47,1,0.0,0,1230,1,0,378,1636671600,1,-1,0,1,0,1,0,0,1,0,0,1,0,0
37253,44,4,2.0,0,294,0,0,165,1618524000,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
37254,27,1,0.0,0,1,1,0,259,1626472800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37255,27,9,0.0,0,629,1,1,680,1623967200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
37256,27,0,0.0,0,-400,0,1,290,1625695200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37257,31,0,0.0,0,389,1,0,69,1638831600,1,185,2,0,0,0,1,0,0,1,0,0,0,1
37258,33,1,0.0,0,550,1,0,84,1620511200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37259,36,9,1.0,0,99,1,1,86,1612911600,1,85,1,0,0,0,1,0,0,1,0,0,0,1
37260,47,7,0.0,0,1764,0,1,119,1629928800,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37261,30,9,1.0,0,-266,0,1,66,1629842400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37262,49,0,0.0,0,1047,0,0,133,1628373600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37263,58,3,0.0,0,11494,0,0,220,1614812400,7,-1,0,0,0,1,0,0,1,0,0,1,0,0
37264,48,1,0.0,0,3,0,1,289,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
37265,32,0,0.0,0,613,1,0,88,1612220400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
37266,35,1,0.0,0,4,1,1,130,1626386400,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
37267,57,2,,0,975,1,1,236,1626904800,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
37268,37,1,0.0,0,561,1,0,632,1620943200,1,339,2,0,0,0,1,0,0,1,0,0,0,1
37269,47,4,2.0,1,145,0,1,163,1625090400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
37270,32,4,1.0,0,887,1,0,53,1627077600,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
37271,55,9,0.0,0,0,0,0,160,1620252000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
37272,38,1,2.0,1,-129,1,0,138,1627077600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
